"title","duration_value","duration_unit"
"Ek Cup Chya","120","min"
"Ek Hasina Thi","134","min"
"El último testigo","105","min"
"El Barco","3","Seasons"
"El Cartel","1","Season"
"El Cartel 2","1","Season"
"El Chavo","1","Season"
"El Che","119","min"
"El Clon","1","Season"
"El fin de ETA","106","min"
"El Vato","2","Seasons"
"El Viaje: Márama y Rombai","79","min"
"Elephants Dream 4 Hour","196","min"
"Elizabeth at 90: A Family Tribute","90","min"
"Elizabeth Harvest","109","min"
"Elles étaient en guerre (1914-1918)","93","min"
"Elles étaient en guerre 1939-1945","92","min"
"Elles ont toutes une histoire","49","min"
"Elstree 1976","102","min"
"Emelie","82","min"
"Emma' (Mother)","74","min"
"Emo the Musical","94","min"
"Emogenius","1","Season"
"Empire of Scents","87","min"
"Employee of the Month","108","min"
"Encerrados","1","Season"
"Encounter: The Killing","151","min"
"Encounters with Evil","1","Season"
"End of Watch","109","min"
"Enemigo íntimo","1","Season"
"Enemy","91","min"
"Enlighten Us","93","min"
"Entanglement","85","min"
"Enter the Dragon","103","min"
"Equals","102","min"
"Equilibrium","107","min"
"Escape from the ""Liberty"" Cinema","88","min"
"Esperando La Carroza","95","min"
"Estar o no estar","100","min"
"Ethirmarai","91","min"
"Euphoria","110","min"
"Eurovision Song Contest","1","Season"
"Evan Almighty","96","min"
"Event Horizon","96","min"
"Every Time I Die","98","min"
"Everybody Knows","133","min"
"Everyday Miracles","1","Season"
"Evolution","102","min"
"Ex Machina","108","min"
"Ex-Boyfriend","1","Season"
"Exclusive Edition","1","Season"
"Executive Decision","133","min"
"Exit Afghanistan","58","min"
"Exit Strategy","79","min"
"Exit Wounds","101","min"
"Expo","81","min"
"Extras","2","Seasons"
"Eyyvah Eyyvah","99","min"
"Eyyvah Eyyvah 2","106","min"
"Eyyvah Eyyvah 3","103","min"
"Ezel","1","Season"
"F the Prom","92","min"
"Face 2 Face","89","min"
"Fairy Tail","1","Season"
"Fake or Fortune?","1","Season"
"Fakta Ladh Mhana","150","min"
"Fall Girls","80","min"
"Fallen","124","min"
"Familiye","99","min"
"Famous in Ahmedabad","29","min"
"Fanatic","91","min"
"Fandry","102","min"
"Farce","94","min"
"Fatal Destiny","1","Season"
"Father Brown","6","Seasons"
"Fear and Loathing in Las Vegas","118","min"
"Fear Files... Har Mod Pe Darr","1","Season"
"Feel Rich","70","min"
"Fiddler on the Roof","181","min"
"Fifty","101","min"
"Figaro Pho","29","min"
"Figures of Speech","92","min"
"Filinta","2","Seasons"
"Filmworker","94","min"
"Filosofi Kopi The Movie","118","min"
"Final Destination","98","min"
"Final Destination 2","90","min"
"Final Destination 3","93","min"
"Fire at Sea","114","min"
"Fireflies","99","min"
"First Impression","96","min"
"First Kill","102","min"
"FirstBorn","90","min"
"Fishpeople","49","min"
"Fishtail","61","min"
"Fit for Fashion","2","Seasons"
"Fittest in Dubai","60","min"
"Five Elements Ninjas","104","min"
"Fix It and Finish It","3","Seasons"
"Flash of Genius","119","min"
"Flimflam","102","min"
"Flock of Four","83","min"
"Flowering Heart","1","Season"
"Flying Guillotine 2","88","min"
"Follow Me","86","min"
"Food: Delicious Science","1","Season"
"Footprints in the Sand","1","Season"
"Footprints: The Path of Your Life","90","min"
"For Colored Girls","134","min"
"For Grace","92","min"
"For Greater Glory","145","min"
"For Love or Money","95","min"
"For the Birds","93","min"
"For the Love of Benji","84","min"
"For the Win","1","Season"
"Forbidden Games: The Justin Fashanu Story","81","min"
"Forbidden Planet","98","min"
"Forces of Nature","1","Season"
"Forever Chape","74","min"
"Forever Pure","87","min"
"Forget Me Not","1","Season"
"Forks Over Knives","96","min"
"Four Christmases","88","min"
"Four Seasons in Havana","1","Season"
"Four Weddings and a Funeral","118","min"
"Fracture","113","min"
"Frances Ha","86","min"
"Freak Show","91","min"
"Fred Claus","115","min"
"Free Willy","112","min"
"Freeway: Crack in the System","103","min"
"Freezer's Campaign","116","min"
"French Dirty","72","min"
"Freshman Year","104","min"
"Friday Night Tykes","4","Seasons"
"Friday the 13th","97","min"
"Friend Request","92","min"
"From Japan to Egypt","93","min"
"From Paris with Love","93","min"
"Froning: The Fittest Man in History","99","min"
"Frozen Planet","1","Season"
"Frozen Planet: On Thin Ice","47","min"
"Frozen Planet: The Epic Journey","52","min"
"Frozen River","97","min"
"Full Out","88","min"
"Functional Fitness","106","min"
"Furie","97","min"
"Furthest Witness","88","min"
"G-Force","88","min"
"Gabriel and the Mountain","132","min"
"Gabru: Hip Hop Revolution","1","Season"
"Gagarin: First in Space","108","min"
"Galavant","2","Seasons"
"Galih dan Ratna","111","min"
"Game Winning Hit","1","Season"
"Gangs of Hassepur","1","Season"
"Gangs of New York","167","min"
"Gargantia on the Verdurous Planet","1","Season"
"Garuda Di Dadaku","96","min"
"Garuda in My Heart 2","95","min"
"Gehenna: Where Death Lives","107","min"
"Gelo","118","min"
"Gemini","130","min"
"Gender Revolution: A Journey with Katie Couric","90","min"
"Genius of the Ancient World","1","Season"
"Genius of the Modern World","1","Season"
"Gentlemen and Gangsters","1","Season"
"George of the Jungle 2","87","min"
"Geronimo Stilton","1","Season"
"Get Him to the Greek","109","min"
"Get Santa","103","min"
"Get Shorty","1","Season"
"Get Smart","110","min"
"Getting Played","85","min"
"Ghayal","163","min"
"Ghost House","100","min"
"Ghost Pain","58","min"
"Ghost Rider","110","min"
"Ghost Tears","58","min"
"Ghost Town Gold","1","Season"
"Ghost Whispers","56","min"
"Ghulam-E-Musthafa","161","min"
"Gie","141","min"
"Gigi","115","min"
"Ginger & Rosa","90","min"
"Girl, Boy, Bakla, Tomboy","103","min"
"GLOW: The Story of the Gorgeous Ladies of Wrestling","77","min"
"Glowing Embers","1","Season"
"God Bless the Broken Road","111","min"
"God Knows Where I Am","103","min"
"God of War","129","min"
"God's Not Dead","113","min"
"God's Not Dead: A Light in Darkness","106","min"
"God's Own Country","105","min"
"Gol Maal","137","min"
"Golden Time","22","min"
"GoldenEye","130","min"
"Goldie","89","min"
"Goldie & Bear","2","Seasons"
"Goldstone","110","min"
"Golmaal: Fun Unlimited","148","min"
"Gomorrah","2","Seasons"
"Gone are the Days","100","min"
"Gonul","1","Season"
"Good Kids","90","min"
"Good Kill","103","min"
"Good Kisser","75","min"
"Good Luck","99","min"
"Good Night, and Good Luck","93","min"
"Good People","90","min"
"GoodFellas","145","min"
"Gook","95","min"
"Goon","92","min"
"Goosebumps 2: Haunted Halloween","90","min"
"Gosford Park","137","min"
"Gossip Girl","6","Seasons"
"Gothika","98","min"
"Gour Hari Dastaan: The Freedom File","109","min"
"Gran Torino","117","min"
"Grand Designs","2","Seasons"
"Grand Hotel","3","Seasons"
"Grand Masti","93","min"
"Grass","57","min"
"Grease","110","min"
"Great Interior Design Challenge","2","Seasons"
"Great Yellowstone Thaw","1","Season"
"Green Room","95","min"
"Green White Green (And All the Beautiful Colours in My Mosaic of Madness)","102","min"
"Gringo: The Dangerous Life of John McAfee","97","min"
"Growing Up Coy","82","min"
"Gun Runners","90","min"
"Guy Martin: Last Flight of the Vulcan Bomber","57","min"
"Héroes","91","min"
"Hükümet Kadin","100","min"
"Hükümet Kadin 2","101","min"
"Ha Unlimited","2","Seasons"
"Haapus","138","min"
"Hadi İnşallah","95","min"
"Hairspray","116","min"
"HALO Legends","117","min"
"Halo: The Fall of Reach","65","min"
"Hamara Dil Aapke Paas Hai","158","min"
"Hamburger Hill","110","min"
"Hamza's Suitcase","79","min"
"Hangman","99","min"
"Hank: Five Years from the Brink","86","min"
"Hannibal","3","Seasons"
"Hans Zimmer: Live in Prague","138","min"
"Happy 300 Days","1","Season"
"Happy Hunting","91","min"
"Happy Times","79","min"
"Happy Valley","2","Seasons"
"Happyish","1","Season"
"Hard Tide","79","min"
"Hardcore Henry","96","min"
"Harlem Globetrotters: The Team That Changed the World","55","min"
"Harold & Kumar Escape from Guantanamo Bay","101","min"
"Harold & Kumar Go to White Castle","88","min"
"Harold and Lillian: A Hollywood Love Story","95","min"
"Harold Shipman - Driven to Kill","1","Season"
"Harriet the Spy: Blog Wars","87","min"
"Harry & Bunnie","1","Season"
"Harry and Snowman","83","min"
"Harry Benson: Shoot First","90","min"
"Hart of Dixie","4","Seasons"
"Haseena Maan Jaayegi","151","min"
"Hati Perempuan","1","Season"
"Haunters: The Art of the Scare","89","min"
"Haunting on Fraternity Row","99","min"
"Have You Seen the Listers?","86","min"
"Haven","5","Seasons"
"Havenhurst","85","min"
"Haywire","93","min"
"He Named Me Malala","89","min"
"He's Out There","89","min"
"Head Count","90","min"
"Head On","104","min"
"Heal","107","min"
"Heartbreakers","124","min"
"Heartthrob","87","min"
"Heavy Rescue: 401","2","Seasons"
"Hedgehogs","94","min"
"Helix","1","Season"
"Hell and Back","86","min"
"Hell on Wheels","5","Seasons"
"Hell or High Water","102","min"
"Hellboy","122","min"
"Her","126","min"
"Her Only Choice","87","min"
"Hera Pheri","156","min"
"Here Alone","97","min"
"Hero","89","min"
"Herrens veje","2","Seasons"
"Hickok","88","min"
"Hidden Singer","1","Season"
"Hide & Seek","96","min"
"Hide and Seek","104","min"
"Highly Strung","80","min"
"Highway Thru Hell","3","Seasons"
"Highway to Heaven","5","Seasons"
"Hinterland","3","Seasons"
"Hiroshima: The Real History","95","min"
"Hisss","97","min"
"Historia de un clan","1","Season"
"History of Joy","118","min"
"History's Greatest Hoaxes","1","Season"
"Hitch","118","min"
"Hitler's Olympics","44","min"
"Hitler's Steel Beast","54","min"
"Ho Mann Jahaan","170","min"
"Hogie the Globehopper","1","Season"
"Hokkabaz","118","min"
"Holding the Man","128","min"
"Holidays","106","min"
"Holy Hell","103","min"
"Holy Man 2","92","min"
"Holy Man 3","102","min"
"Hombanna","126","min"
"Homeland","73","min"
"Honey 2","111","min"
"Honey: Rise Up and Dance","100","min"
"Hoodwinked Too! Hood vs. Evil","86","min"
"Hope Aur Hum","95","min"
"Hope Springs Eternal","79","min"
"Hope: One in a Billion","81","min"
"Hormones","3","Seasons"
"Horns","120","min"
"Horror Homes","1","Season"
"Horror Story","85","min"
"Hostage to the Devil","96","min"
"Hostages","91","min"
"Hostiles","134","min"
"Hot Bot","93","min"
"Hot Property","82","min"
"Hot Rod","88","min"
"Hotel Beau Séjour","1","Season"
"Hotel Pacific","96","min"
"Hotel Transylvania 3: Summer Vacation","97","min"
"House at the End of the Street","101","min"
"House of Z","88","min"
"Houston, We Have a Problem!","84","min"
"How the Beatles Changed the World","110","min"
"How the Grinch Stole Christmas","105","min"
"How to Be a Latin Lover","116","min"
"How to Be a Player","94","min"
"How to Change the World","110","min"
"How to Live Mortgage Free with Sarah Beeny","1","Season"
"How to Make an American Quilt","116","min"
"How to Win the US Presidency","51","min"
"Hridaynath","103","min"
"Hulk Vs.","83","min"
"Hum Saath-Saath Hain","176","min"
"Humko Deewana Kar Gaye","149","min"
"Humsafar","1","Season"
"Hungerford","79","min"
"Hunt to Kill","97","min"
"Hunter's Prayer","91","min"
"Hunters of the South Seas","1","Season"
"Huntik: Secrets and Seekers","2","Seasons"
"Hurricane Bianca","85","min"
"Hurricane Bianca: From Russia With Hate","85","min"
"Hustle & Flow","117","min"
"Hyori's Bed & Breakfast","2","Seasons"
"Hypersomnia","84","min"
"I Am","106","min"
"I Am Bolt","107","min"
"I Am Jane Doe","98","min"
"I Am Maris","54","min"
"I Am Me!","1","Season"
"I Am Not Madame Bovary","139","min"
"I Am Sun Mu","88","min"
"I Am Vengeance","93","min"
"I Am Wrath","91","min"
"I Don't Know How She Does It","89","min"
"I Dream Of Dance","106","min"
"I Fine... Thank You... Love You","116","min"
"I, Daniel Blake","100","min"
"I'll See You in My Dreams","96","min"
"I'm in Love with a Church Girl","119","min"
"I'm Sorry","2","Seasons"
"Ice Guardians","108","min"
"Iceman","104","min"
"Ideachi Kalpana","124","min"
"Idiotest","1","Season"
"Igor","87","min"
"Iliza Shlesinger: War Paint","75","min"
"Imagine That","108","min"
"Immoral Tales","103","min"
"In Between","1","Season"
"In Search of Fellini","103","min"
"In The Deep","89","min"
"Incir Receli 2","103","min"
"Incoming","89","min"
"Incomplete","119","min"
"Inconceivable","106","min"
"Incorruptible","90","min"
"Incredibles 2 (Spanish Version)","118","min"
"INDIA","95","min"
"India: Nature's Wonderland","1","Season"
"Indiana Jones and the Kingdom of the Crystal Skull","123","min"
"Indiana Jones and the Last Crusade","127","min"
"Indiana Jones and the Raiders of the Lost Ark","116","min"
"Indiana Jones and the Temple of Doom","119","min"
"Indiscretion","99","min"
"Inequality for All","90","min"
"Influx","90","min"
"Inglourious Basterds","153","min"
"Inkheart","106","min"
"Insan","141","min"
"Inside The Freemasons","1","Season"
"Inside the Mind of a Serial Killer","1","Season"
"Inside the Mossad","1","Season"
"Inst@famous","1","Season"
"Instructions Not Included","122","min"
"Intelligence","2","Seasons"
"Internet Famous","87","min"
"Into the Forest","102","min"
"Inuyasha the Movie - L'isola del fuoco scarlatto","88","min"
"Inuyasha the Movie - La spada del dominatore del mondo","99","min"
"InuYasha: The Movie 2: The Castle Beyond the Looking Glass","99","min"
"Invictus","134","min"
"Invisible Essence: The Little Prince","91","min"
"Inxeba","88","min"
"Iqbal","127","min"
"Irada Pakka","137","min"
"Iron Cowboy: The Story of the 50.50.50","77","min"
"Iron Man & Captain America: Heroes United","71","min"
"Iron Man: Armored Adventures","2","Seasons"
"Ishqedarriyaan","130","min"
"Islands of the Future","1","Season"
"마녀사냥","1","Season"
"Issaq","140","min"
"It Takes Two","101","min"
"It's Fine","101","min"
"It's Now or Never","91","min"
"It's Okay, Buddy","84","min"
"Iverson","88","min"
"최강전사 미니특공대 : 영웅의 탄생","68","min"
"Jaan-E-Mann: Let's Fall in Love... Again","163","min"
"Jack and the Cuckoo-Clock Heart","93","min"
"Jack of all Trades","86","min"
"Jack Taylor","1","Season"
"Jackie Brown","154","min"
"Jackpot","92","min"
"Jail","132","min"
"Jake's Buccaneer Blast","22","min"
"Jal","132","min"
"Jalpari: The Desert Mermaid","94","min"
"Janaan","132","min"
"Japanese Style Originator","1","Season"
"Jay and Silent Bob Strike Back","105","min"
"Jealousy and medicine","97","min"
"Jeopardy!","2","Seasons"
"Jeremy Scott: The People's Designer","109","min"
"Jericho","2","Seasons"
"Jersey Boys","134","min"
"Jesus: Countdown to Calvary","53","min"
"Jewel's Catch One","84","min"
"Jhansi Ki Rani","1","Season"
"Jimi Hendrix","102","min"
"JingleKids","1","Season"
"Jiro Dreams of Sushi","79","min"
"Jis Desh Men Ganga Behti Hai","181","min"
"Joe Cocker: Mad Dog with Soul","90","min"
"John & Jane","79","min"
"John Carter","133","min"
"John Day","125","min"
"John Mellencamp: Plain Spoken","80","min"
"Jonathan","101","min"
"Jonathan Strange & Mr Norrell","1","Season"
"Jora 10 Numbaria","135","min"
"Juana Brava","1","Season"
"Juana Inés","1","Season"
"Judwaa","133","min"
"Judy Moody and the Not Bummer Summer","91","min"
"Jugaad","52","min"
"Julie & Julia","123","min"
"Julius Jr.","2","Seasons"
"Jumping the Broom","113","min"
"Junebug","107","min"
"Jupiter Ascending","128","min"
"Just Friends","94","min"
"Justice, My Foot!","95","min"
"Justin Bieber: Never Say Never","106","min"
"K","1","Season"
"K-19: The Widowmaker","138","min"
"Kaçak","1","Season"
"Kaabil","139","min"
"Kaakan","132","min"
"Kaalia","173","min"
"Kaaliyan","105","min"
"Kabali (Hindi Version)","148","min"
"Kacche Dhaagey","120","min"
"Kahlil Gibran's The Prophet","85","min"
"Kajraare","113","min"
"Kaleidoscope","99","min"
"Kalki","41","min"
"Kanika","110","min"
"Karzzzz","137","min"
"Kate & Leopold","118","min"
"Katha","140","min"
"Katt Williams: Live","85","min"
"Kaviyude Osyath","116","min"
"Kay Dyache Bola","133","min"
"Ken Burns: The Civil War","1","Season"
"Ken Burns: The Roosevelts: An Intimate History","1","Season"
"Ken Burns: The West","1","Season"
"Kevin Hart: Laugh at My Pain","89","min"
"Kevin Hart: Let Me Explain","75","min"
"Kevin Hart: Seriously Funny","67","min"
"Kevyn Aucoin: Beauty & the Beast in Me","90","min"
"Khaani","1","Season"
"Khalnayak","170","min"
"Khan: No. 1 Crime Hunter","1","Season"
"Khelti Hai Zindagi Aankh Micholi","1","Season"
"Khosla Ka Ghosla","124","min"
"Khotey Sikkey","1","Season"
"Khubsoorat","120","min"
"Khushi","157","min"
"Kia and Cosmos","124","min"
"Kickboxer: Retaliation","110","min"
"Kickboxer: Vengeance","90","min"
"Kicking and Screaming","97","min"
"Kid Kulafu","108","min"
"Kidnapping Mr. Heineken","95","min"
"Kill Bill: Vol. 1","111","min"
"Kill Bill: Vol. 2","137","min"
"Kill Command","100","min"
"Kill Hitler! The Luck of the Devil","53","min"
"Kill Ratio","87","min"
"Kill the Irishman","106","min"
"Killer Klowns from Outer Space","86","min"
"Killers","100","min"
"Kills on Wheels","103","min"
"Kilo Two Bravo","109","min"
"King Jack","81","min"
"King's Ransom","98","min"
"Kingdoms of the Sky","1","Season"
"Kingpin","114","min"
"Kings","87","min"
"Kis Kisko Pyaar Karoon","132","min"
"Kiss the Girls","116","min"
"Kiss The Series","1","Season"
"Kitten Rescuers","1","Season"
"KL Zombi","92","min"
"Knights of Sidonia","2","Seasons"
"Knock Knock","99","min"
"Know Your Enemy - Japan","63","min"
"Knowing","121","min"
"Koko: The Gorilla Who Talks","56","min"
"Kon Kon Kon","1","Season"
"Kon-Tiki","96","min"
"Koshish","115","min"
"Kraftidioten","117","min"
"Krish Trish and Baltiboy","58","min"
"Krish Trish and Baltiboy: Battle of Wits","62","min"
"Krish Trish and Baltiboy: Best Friends Forever","65","min"
"Krish Trish and Baltiboy: Comics of India","61","min"
"Krish Trish and Baltiboy: Face Your Fears","65","min"
"Krish Trish and Baltiboy: Oversmartness Never Pays","65","min"
"Krish Trish and Baltiboy: Part II","58","min"
"Krish Trish and Baltiboy: The Greatest Trick","60","min"
"Krisha","81","min"
"Krishna Balram","1","Season"
"Kristy","85","min"
"Krystal","93","min"
"Kuldip Patwal: I Didn't Do It!","126","min"
"Kung Fu Hustle","99","min"
"Kung Fu Magoo","79","min"
"Kung Fu Panda: Holiday","26","min"
"Kung Fu Yoga","107","min"
"Kuppivala","133","min"
"Kurt & Courtney","95","min"
"Kurt Seyit & Sura","1","Season"
"Kurtulus Son Durak","100","min"
"Kya Kehna","149","min"
"Kygo: Live at the Hollywood Bowl","52","min"
"Kyun! Ho Gaya Na","165","min"
"La Última Fiesta","104","min"
"LA 92","114","min"
"La Bamba","109","min"
"La Coppia dei Campioni","88","min"
"La Femme","1","Season"
"La Piloto","1","Season"
"La Rosa de Guadalupe","1","Season"
"La Viuda Negra","1","Season"
"Laal Rang","143","min"
"Laddaland","112","min"
"Lady Bloodfight","101","min"
"Lady in the Water","110","min"
"Lady-Like","83","min"
"Lady, la vendedora de rosas","1","Season"
"Lalbaug Parel: Zali Mumbai Sonyachi","145","min"
"Land Girls","3","Seasons"
"Larceny","87","min"
"Last","1","Season"
"Last Ferry","86","min"
"Last Knights","115","min"
"Last Night","93","min"
"Le K Benzema","121","min"
"Le serment des Hitler","54","min"
"Leap Year","100","min"
"LeapFrog: Letter Factory","37","min"
"LeapFrog: Numberland","33","min"
"LeapFrog: Phonics Farm","35","min"
"LeapFrog: Sing-along, Read-along","32","min"
"Learning Time with Timmy","1","Season"
"Lechmi","147","min"
"Left Behind","110","min"
"Legend of the Guardians: The Owls of Ga'Hoole","97","min"
"Legend of the Naga Pearls","108","min"
"Legendary Weapons of China","101","min"
"Legends of Strength","1","Season"
"Legion","100","min"
"Lego Friends","3","Seasons"
"Lego Friends: Girls on a Mission","1","Season"
"LEGO House - Home of the Brick","48","min"
"LEGO Ninjago: Masters of Spinjitzu: Day of the Departed","44","min"
"Leo & Tig","1","Season"
"Leo the Lion","78","min"
"Les Bleus - Une autre histoire de France, 1996-2016","103","min"
"Let There Be Light","58","min"
"Leyla and Mecnun","3","Seasons"
"Lez Bomb","90","min"
"License to Drill: Louisiana","1","Season"
"Life After Beth","89","min"
"Life in the Doghouse","83","min"
"Life on Location","1","Season"
"Life Story","1","Season"
"Lifechanger","84","min"
"Lifeline","104","min"
"Like Arrows","99","min"
"Like Water for Chocolate","105","min"
"Lila & Eve","94","min"
"Limmy's Show!","2","Seasons"
"Lincoln","150","min"
"Lion's Heart","111","min"
"Listen Up! The Lives of Quincy Jones","116","min"
"Little Dragon Maiden","92","min"
"Little Lunch","1","Season"
"Little Lunch: The Halloween Horror Story","23","min"
"Little Lunch: The Nightmare Before Graduation","25","min"
"Little Men","85","min"
"Little Nicky","90","min"
"Little Singham aur Kaal ka Mahajaal","68","min"
"Little Singham Bandarpur Mein Hu Ha Hu","67","min"
"Little Singham in London","66","min"
"Little Sister","91","min"
"Liv and Maddie","4","Seasons"
"Lizzie Borden Took an Ax","87","min"
"Lo and Behold: Reveries of the Connected World","98","min"
"Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar)","1","Season"
"Lo que la vida me robó","1","Season"
"Lock, Stock and Two Smoking Barrels","108","min"
"Locke","85","min"
"Lockout","95","min"
"Loco Love","103","min"
"Logan's Run","118","min"
"LoliRock","2","Seasons"
"Lolita","153","min"
"London Spy","1","Season"
"Long Time Running","96","min"
"Look Out, Officer","88","min"
"Look Who's Back","116","min"
"Lorai: Play to Live","155","min"
"Los 10 años de Peter Capusotto","1","Season"
"Los Niños Héroes de Chapultepec","88","min"
"Los tiempos de Pablo Escobar","1","Season"
"Losing Sight of Shore","92","min"
"Lost Girl","5","Seasons"
"Love Cuisine","1","Season"
"Love Dot Com: The Social Experiment","98","min"
"Love In A Puff","103","min"
"Love Ni Bhavai","163","min"
"Love on Delivery","93","min"
"Love Rain","1","Season"
"Love Rhythms - Accidental Daddy","1","Season"
"Love Shot","77","min"
"Love Station","97","min"
"Love You... Love You Not","115","min"
"Love Your Garden","1","Season"
"Love, Rosie","103","min"
"LoveTrue","82","min"
"Loving Annabelle","77","min"
"Loving You","79","min"
"Lucha: Playing the Impossible","98","min"
"Lucky Days","1","Season"
"Lucky: No Time for Love","131","min"
"Lupt","110","min"
"Lusers","100","min"
"Ma Chu Ka","117","min"
"Maacher Jhol","107","min"
"Mac & Devin Go to High School","76","min"
"Macchli Jal Ki Rani Hai","118","min"
"Mad Max","93","min"
"Mad Men","7","Seasons"
"Mad Money","99","min"
"Mad Ron's Prevues from Hell","84","min"
"Mad World","102","min"
"Madaari","134","min"
"Maddman: The Steve Madden Story","78","min"
"Madre","95","min"
"Maggie & Bianca: Fashion Friends","1","Season"
"Magi: Adventure of Sinbad","1","Season"
"Magic Snowflake","73","min"
"Magnetic","110","min"
"Magnus","75","min"
"Mahabharat","119","min"
"Maharakshak Devi","1","Season"
"Maharakshak: Aryan","1","Season"
"Mahi Way","1","Season"
"Mahjong Heroes","92","min"
"Mahmut & Meryem","1","Season"
"Maine Pyaar Kyun Kiya","137","min"
"Maine Pyar Kiya","192","min"
"Mala Kahich Problem Nahi","132","min"
"Malicious","91","min"
"Man of Tai Chi","105","min"
"Man Up","88","min"
"Man vs Wild with Sunny Leone","1","Season"
"Mandi","155","min"
"Mandobasar Galpo","103","min"
"Manglehorn","97","min"
"Mango Dreams","92","min"
"Manhattan Romance","98","min"
"Manolo: The Boy Who Made Shoes for Lizards","89","min"
"Mansfield Park","112","min"
"Mantostaan","75","min"
"Mantra","89","min"
"Mara","99","min"
"Marauders","107","min"
"Marching Orders","1","Season"
"Mark Gatiss: A Study in Sherlock","29","min"
"Maroon","94","min"
"Married at First Sight","1","Season"
"Mars","2","Seasons"
"Martial Arts of Shaolin","90","min"
"Martin Lawrence Live: Runteldat","104","min"
"Martin Luther: The Idea that Changed the World","55","min"
"Martyrs of Marriage","83","min"
"Marvel & ESPN Films Present: 1 of 1: Genesis","77","min"
"Marvel's Iron Man & Hulk: Heroes United","72","min"
"Mary and the Witch's Flower","103","min"
"Mary Poppins Returns","131","min"
"Mary Portas: Secret Shopper","1","Season"
"Masoom","138","min"
"Master","143","min"
"Mater","80","min"
"Matichya Chuli","132","min"
"Max Rose","84","min"
"May We Chat","99","min"
"May You Prosper","93","min"
"Maya Angelou: And Still I Rise","114","min"
"Maynard","100","min"
"Maza Pati Karodpati","132","min"
"Me and the Alien","83","min"
"Mean Dreams","105","min"
"Mean Streets","112","min"
"Meditation Park","94","min"
"Medium","90","min"
"Meet the Trumps: From Immigrant to President","48","min"
"Mega Food","1","Season"
"MegaTruckers","1","Season"
"Melle","110","min"
"Melodies of Life - Born This Way","1","Season"
"Melvin Goes to Dinner","84","min"
"Memoir of a Murderer","118","min"
"Memory Games","86","min"
"Men in Black","98","min"
"Men in Black II","88","min"
"Menorca","81","min"
"Merantau","112","min"
"Mere Papa Hero Hiralal","1","Season"
"Merlí","1","Season"
"Merry Men: The Real Yoruba Demons","106","min"
"Mexico Diseña","1","Season"
"Mi Shivajiraje Bhosale Boltoy","148","min"
"MI-5","105","min"
"Middle School: The Worst Years of My Life","92","min"
"Midnight Misadventures With Mallika Dua","1","Season"
"Midnight Special","112","min"
"Mighty Morphin Alien Rangers","1","Season"
"Milk","128","min"
"Mini Wolf","2","Seasons"
"Minnaminugu the FireFly","128","min"
"Minute to Win It","1","Season"
"Miracle","136","min"
"Mirror Mirror","106","min"
"Mirzya","129","min"
"Miss Dynamite","1","Season"
"Miss Hokusai","90","min"
"Miss Julie","130","min"
"Miss Me This Christmas","85","min"
"Miss Representation","90","min"
"Miss Rose","1","Season"
"Miss Sharon Jones!","94","min"
"Miss Stevens","86","min"
"Mission Control: The Unsung Heroes of Apollo","100","min"
"Mission of Honor","107","min"
"Mission: Destroy Love","93","min"
"Mississippi Grind","109","min"
"Moh Maya Money","109","min"
"Mohawk","92","min"
"Mojave","93","min"
"Mokalik (Mechanic)","100","min"
"Molly's Game","141","min"
"Momo Salon","1","Season"
"Mona Lisa Smile","119","min"
"Money","84","min"
"Money for Nothing","1","Season"
"Money Talks","96","min"
"Monkey Planet","1","Season"
"Monkey Up","83","min"
"Monopoly (The Bank Of Luck)","117","min"
"Monster Family","93","min"
"Monster High 13 Wishes","73","min"
"Monster High: Boo York, Boo York","72","min"
"Monster High: Escape from Skull Shores","46","min"
"Monster High: Freaky Fusion","74","min"
"Monster High: Friday Night Frights","46","min"
"Monster High: Fright On!","46","min"
"Monster High: Frights, Camera, Action!","74","min"
"Monster High: Ghouls Rule","71","min"
"Monster High: Great Scarrier Reef","72","min"
"Monster High: Haunted","76","min"
"Monster High: New Ghoul at School","23","min"
"Monster High: Scaris, City of Frights","60","min"
"Monster High: Why Do Ghouls Fall in Love?","46","min"
"Monster Math Squad","2","Seasons"
"Monster-in-Law","101","min"
"Monty Don's French Gardens","1","Season"
"Monty Don's Italian Gardens","1","Season"
"Moon","97","min"
"Moonlight","111","min"
"Moonwalkers","96","min"
"Moor","135","min"
"Morris from America","91","min"
"Mortified Nation","84","min"
"Morya","121","min"
"Motu Patlu: King of Kings","109","min"
"Mountain","74","min"
"Movie 43","94","min"
"Mr. Church","105","min"
"Mr. Deeds","97","min"
"Mr. Gaga: A True Story of Love and Dance","102","min"
"Mr. Virgin","86","min"
"Mr. Woodcock","88","min"
"Mr. Young","2","Seasons"
"Ms. Mammy","90","min"
"Mud","131","min"
"Mujhse Shaadi Karogi","158","min"
"Mune: Guardian of the Moon","85","min"
"Muppets Most Wanted","110","min"
"Murder Party","79","min"
"Murderous Affairs","3","Seasons"
"Mutant Busters","2","Seasons"
"Mutiny on the Bounty","185","min"
"My Babysitter's a Vampire: The Movie","80","min"
"My Brother ... Nikhil","116","min"
"My Daddy is in Heaven","95","min"
"My Dog is My Guide","99","min"
"My Entire High School Sinking Into the Sea","77","min"
"My Ex-Ex","91","min"
"My Honor Was Loyalty","115","min"
"My Hotter Half","1","Season"
